symbol,direction,entry_time,entry_price,exit_time,exit_price,contracts,pnl,exit_reason
MES,1,2025-12-29 00:05:00+00:00,6980.5,2025-12-29 01:15:00+00:00,6979.750317003832,7,-30.578904865890618,trail
MES,-1,2025-12-29 01:50:00+00:00,6974.75,2025-12-29 03:05:00+00:00,6976.134122284671,9,-67.86550281020943,trail
MES,1,2025-12-29 04:35:00+00:00,6979.0,2025-12-29 04:55:00+00:00,6977.112683477861,18,-181.01848699254347,trail
MES,-1,2025-12-29 05:00:00+00:00,6973.25,2025-12-29 05:50:00+00:00,6973.8983042320515,15,-57.922817403861515,trail
MES,-1,2025-12-29 23:55:00+00:00,6950.5,2025-12-30 00:20:00+00:00,6954.057694497405,11,-202.4931973572505,trail
MES,1,2025-12-30 03:40:00+00:00,6955.75,2025-12-30 05:15:00+00:00,6955.116841308576,14,-53.001108399672084,trail
MES,-1,2025-12-30 06:30:00+00:00,6952.0,2025-12-30 06:45:00+00:00,6953.138162384581,15,-94.66217884357029,trail
MES,1,2025-12-30 08:55:00+00:00,6955.25,2025-12-30 09:40:00+00:00,6954.134445807474,13,-80.57102251421344,trail
MES,-1,2025-12-30 11:10:00+00:00,6950.0,2025-12-30 11:45:00+00:00,6949.99017922762,13,-7.4216497952734795,trail
MES,-1,2025-12-30 12:30:00+00:00,6950.5,2025-12-30 12:35:00+00:00,6953.428575559369,12,-183.15453356214988,trail
MES,1,2025-12-30 12:35:00+00:00,6954.0,2025-12-30 13:30:00+00:00,6951.911490652229,11,-121.68801412740078,trail
MES,-1,2025-12-30 13:35:00+00:00,6948.5,2025-12-30 13:55:00+00:00,6952.514046345805,10,-206.9023172902336,trail
MES,1,2025-12-30 15:00:00+00:00,6953.75,2025-12-30 15:05:00+00:00,6949.554012662243,6,-129.59962013271863,trail
MES,-1,2025-12-30 15:05:00+00:00,6950.0,2025-12-30 15:50:00+00:00,6948.581627850265,6,38.83116449204252,trail
MES,1,2025-12-30 16:20:00+00:00,6959.25,2025-12-30 16:35:00+00:00,6953.785656068458,5,-139.7085982885579,trail
MES,-1,2025-12-30 17:00:00+00:00,6946.0,2025-12-30 17:30:00+00:00,6949.98983397905,6,-123.41501937149289,trail
MES,1,2025-12-30 18:25:00+00:00,6952.75,2025-12-30 19:05:00+00:00,6949.090392658593,8,-151.34429365626508,trail
MES,-1,2025-12-30 20:10:00+00:00,6947.0,2025-12-30 20:20:00+00:00,6950.034299362793,8,-126.33197451171232,trail
MES,-1,2025-12-31 15:15:00+00:00,6923.5,2025-12-31 16:20:00+00:00,6921.501855343403,5,46.853616414927636,trail
MES,-1,2025-12-31 19:30:00+00:00,6913.5,2025-12-31 20:00:00+00:00,6913.924369754237,6,-16.45109262710932,trail
MES,1,2026-01-05 08:00:00+00:00,6910.75,2026-01-05 08:10:00+00:00,6911.489348479156,9,27.6906815620395,trail
MES,1,2026-01-06 01:45:00+00:00,6948.25,2026-01-06 04:00:00+00:00,6950.768142932505,11,131.67786128776487,trail
MES,1,2026-01-06 12:45:00+00:00,6948.0,2026-01-06 13:10:00+00:00,6945.312401795846,11,-154.63790122845904,trail
MES,1,2026-01-07 12:05:00+00:00,6983.0,2026-01-07 12:30:00+00:00,6981.765158531809,15,-101.91311011432553,trail
MES,-1,2026-01-07 19:20:00+00:00,6983.25,2026-01-07 21:45:00+00:00,6963.735508233568,5,484.7622941608,trail
MES,-1,2026-01-08 09:45:00+00:00,6946.25,2026-01-08 10:35:00+00:00,6949.27968937571,8,-126.14757502841617,trail
MES,-1,2026-01-08 12:00:00+00:00,6945.75,2026-01-08 12:20:00+00:00,6950.340457196077,8,-188.57828784309183,trail
MES,-1,2026-01-08 19:15:00+00:00,6955.75,2026-01-08 19:20:00+00:00,6959.7784885505525,4,-83.04977101105077,trail
MES,1,2026-01-08 20:35:00+00:00,6962.0,2026-01-08 23:05:00+00:00,6971.19332600756,5,226.73315018900612,trail
MES,-1,2026-01-09 01:15:00+00:00,6958.0,2026-01-09 02:00:00+00:00,6958.585974486003,9,-31.948851870120123,trail
MES,1,2026-01-09 06:35:00+00:00,6964.5,2026-01-09 07:00:00+00:00,6961.989203336566,12,-158.08779980604726,trail
MES,-1,2026-01-09 07:25:00+00:00,6957.75,2026-01-09 07:35:00+00:00,6959.7126126114645,13,-135.62981974519022,trail
MES,1,2026-01-09 08:10:00+00:00,6963.75,2026-01-09 08:30:00+00:00,6961.3005668946835,10,-128.67165526582647,trail
