symbol,direction,entry_time,entry_price,exit_time,exit_price,contracts,pnl,exit_reason
NQ,1,2025-12-30 02:15:00+00:00,25720.5,2025-12-30 02:25:00+00:00,25708.788776448633,1,-236.26447102733712,trail
NQ,1,2025-12-31 04:30:00+00:00,25629.0,2025-12-31 04:40:00+00:00,25620.691597977842,1,-168.20804044315358,trail
NQ,-1,2026-01-08 09:55:00+00:00,25769.25,2026-01-08 10:40:00+00:00,25768.099302128834,1,20.973957423318062,trail
NQ,1,2026-01-09 05:10:00+00:00,25677.5,2026-01-09 05:35:00+00:00,25668.922595881584,1,-173.5880823683174,trail
NQ,-1,2026-01-13 03:10:00+00:00,25884.75,2026-01-13 03:55:00+00:00,25881.89857314186,1,54.98853716276877,trail
NQ,1,2026-01-23 07:35:00+00:00,25706.75,2026-01-23 07:45:00+00:00,25698.1724863549,1,-173.5902729020227,trail
NQ,1,2026-01-26 23:35:00+00:00,25875.5,2026-01-27 04:05:00+00:00,25973.657776566262,1,1961.1155313252466,trail
NQ,1,2026-01-27 10:40:00+00:00,25994.5,2026-01-27 12:00:00+00:00,26019.768829737786,1,503.3365947557258,trail
NQ,1,2026-01-28 04:25:00+00:00,26225.5,2026-01-28 06:00:00+00:00,26282.260365124905,1,1133.1673024980928,trail
NQ,1,2026-02-10 07:35:00+00:00,25332.5,2026-02-10 08:00:00+00:00,25328.36103424449,1,-84.81931511016505,trail
NQ,1,2026-02-18 02:15:00+00:00,24747.5,2026-02-18 03:10:00+00:00,24744.053271995705,1,-70.97456008590875,trail
NQ,1,2026-02-19 01:20:00+00:00,24965.0,2026-02-19 01:35:00+00:00,24955.116998623784,1,-199.7000275243254,trail
NQ,1,2026-02-20 03:30:00+00:00,24904.0,2026-02-20 03:40:00+00:00,24892.617235500322,1,-229.6952899935632,trail
NQ,1,2026-02-24 21:00:00+00:00,25022.0,2026-02-24 21:05:00+00:00,25009.649463416834,1,-249.05073166332207,trail
