symbol,direction,entry_time,entry_price,exit_time,exit_price,contracts,pnl,exit_reason
MES,1,2025-12-29 00:20:00+00:00,6979.0,2025-12-29 01:15:00+00:00,6979.750317003832,14,43.842190268218765,trail
MES,-1,2025-12-29 01:50:00+00:00,6974.75,2025-12-29 03:05:00+00:00,6976.134122284671,9,-67.86550281020943,trail
MES,-1,2025-12-29 05:15:00+00:00,6972.75,2025-12-29 05:50:00+00:00,6973.8983042320515,10,-63.61521160257435,trail
MES,-1,2025-12-29 12:50:00+00:00,6961.0,2025-12-29 13:00:00+00:00,6961.971682690189,13,-71.21937486225721,trail
MES,-1,2025-12-29 16:00:00+00:00,6946.75,2025-12-29 17:50:00+00:00,6943.929244484683,3,40.451332729750575,trail
MES,-1,2025-12-29 23:20:00+00:00,6952.25,2025-12-30 00:20:00+00:00,6954.057694497405,13,-125.56014233129605,trail
MES,-1,2025-12-30 02:40:00+00:00,6949.25,2025-12-30 03:15:00+00:00,6951.433915583556,17,-196.17282460225763,trail
MES,1,2025-12-30 03:40:00+00:00,6955.75,2025-12-30 05:15:00+00:00,6955.116841308576,9,-34.07214111407491,trail
MES,1,2025-12-30 06:00:00+00:00,6954.5,2025-12-30 06:05:00+00:00,6953.320637197558,41,-267.18937450052266,trail
MES,-1,2025-12-30 06:20:00+00:00,6951.5,2025-12-30 06:35:00+00:00,6953.169475724452,14,-125.54330071165685,trail
MES,1,2025-12-30 08:35:00+00:00,6953.25,2025-12-30 09:40:00+00:00,6954.134445807474,11,41.82451941105017,trail
MES,-1,2025-12-30 11:05:00+00:00,6949.25,2025-12-30 11:45:00+00:00,6949.99017922762,9,-38.88806524288164,trail
MES,1,2025-12-30 12:15:00+00:00,6955.25,2025-12-30 12:25:00+00:00,6952.367882869864,12,-180.36702780816398,trail
MES,-1,2025-12-30 13:50:00+00:00,6949.25,2025-12-30 14:10:00+00:00,6952.8303227218485,11,-203.73774970166534,trail
MES,-1,2025-12-30 15:25:00+00:00,6944.0,2025-12-30 15:50:00+00:00,6948.581627850265,5,-117.64069625663123,trail
MES,1,2025-12-30 16:20:00+00:00,6959.25,2025-12-30 16:35:00+00:00,6953.785656068458,5,-139.7085982885579,trail
MES,-1,2025-12-30 17:15:00+00:00,6947.25,2025-12-30 17:30:00+00:00,6949.982999201026,17,-242.84493208724055,trail
MES,1,2025-12-30 18:20:00+00:00,6951.5,2025-12-30 19:05:00+00:00,6949.090392658593,16,-202.68858731253013,trail
MES,-1,2025-12-30 20:10:00+00:00,6947.0,2025-12-30 20:20:00+00:00,6950.034299362793,8,-126.33197451171232,trail
MES,1,2025-12-31 03:05:00+00:00,6938.0,2025-12-31 03:30:00+00:00,6935.133320961781,9,-134.58055671987503,trail
MES,-1,2025-12-31 03:55:00+00:00,6935.0,2025-12-31 04:10:00+00:00,6937.103681390258,22,-245.04495292841477,trail
MES,-1,2025-12-31 05:05:00+00:00,6935.0,2025-12-31 06:15:00+00:00,6930.294959168462,24,549.7248997845719,trail
MES,-1,2025-12-31 14:55:00+00:00,6931.75,2025-12-31 16:20:00+00:00,6921.501855343403,6,303.72433969791314,trail
MES,1,2025-12-31 18:40:00+00:00,6930.25,2025-12-31 19:15:00+00:00,6929.332878966229,5,-26.02802584427136,trail
MES,-1,2025-12-31 19:45:00+00:00,6915.75,2025-12-31 20:00:00+00:00,6913.924369754237,4,34.03260491526046,trail
MES,1,2026-01-01 23:45:00+00:00,6903.75,2026-01-02 00:05:00+00:00,6898.525928876816,9,-240.6632005432949,trail
MES,1,2026-01-02 08:25:00+00:00,6927.5,2026-01-02 08:30:00+00:00,6925.759498472829,13,-121.19259926609135,trail
MES,-1,2026-01-02 15:25:00+00:00,6893.75,2026-01-02 15:30:00+00:00,6902.251304962286,1,-43.12652481142879,trail
MES,1,2026-01-02 19:30:00+00:00,6905.0,2026-01-02 20:40:00+00:00,6896.596765405313,2,-85.27234594687091,trail
MES,-1,2026-01-05 03:55:00+00:00,6907.25,2026-01-05 04:35:00+00:00,6909.637133600998,12,-150.6680160598748,trail
MES,1,2026-01-05 05:00:00+00:00,6912.0,2026-01-05 05:05:00+00:00,6909.698611520295,20,-242.53884797046558,trail
MES,-1,2026-01-05 07:40:00+00:00,6907.5,2026-01-05 07:55:00+00:00,6910.414314688255,9,-136.7241609714848,trail
MES,1,2026-01-05 08:25:00+00:00,6917.25,2026-01-05 09:20:00+00:00,6915.322846568176,5,-51.27883579560203,trail
MES,1,2026-01-05 10:15:00+00:00,6920.0,2026-01-05 12:00:00+00:00,6920.996299906694,6,26.16899720081463,trail
