symbol,direction,entry_time,entry_price,exit_time,exit_price,contracts,pnl,exit_reason
MNQ,1,2025-12-29 00:05:00+00:00,25869.5,2025-12-29 01:20:00+00:00,25867.348515703605,3,-14.768905778371263,trail
MNQ,-1,2025-12-29 01:45:00+00:00,25844.75,2025-12-29 02:35:00+00:00,25844.60539573918,4,-1.3231659134512301,trail
MNQ,1,2025-12-29 04:35:00+00:00,25863.25,2025-12-29 04:55:00+00:00,25855.1069592193,9,-152.15473405257043,trail
MNQ,-1,2025-12-29 05:05:00+00:00,25834.0,2025-12-29 05:45:00+00:00,25834.218634526955,7,-7.400883377365826,trail
MNQ,-1,2025-12-29 23:45:00+00:00,25710.5,2025-12-30 00:20:00+00:00,25719.778892924525,5,-95.8889292452528,trail
MNQ,1,2025-12-30 03:35:00+00:00,25736.5,2025-12-30 05:10:00+00:00,25741.62800432081,7,67.4520604913379,trail
MNQ,-1,2025-12-30 06:50:00+00:00,25728.5,2025-12-30 07:20:00+00:00,25700.579597176387,8,441.76644517780284,trail
MNQ,1,2025-12-30 08:55:00+00:00,25739.25,2025-12-30 09:40:00+00:00,25737.449111030666,7,-29.55244557067257,trail
MNQ,-1,2025-12-30 11:15:00+00:00,25712.0,2025-12-30 11:45:00+00:00,25718.614535732206,6,-83.09442878646834,trail
MNQ,1,2025-12-30 12:15:00+00:00,25739.25,2025-12-30 12:25:00+00:00,25726.543770589993,7,-182.22721174009698,trail
MNQ,-1,2025-12-30 12:30:00+00:00,25719.0,2025-12-30 12:40:00+00:00,25730.85639168516,6,-145.99670022191887,trail
MNQ,1,2025-12-30 12:40:00+00:00,25734.25,2025-12-30 13:30:00+00:00,25725.719622850083,6,-106.08452579899924,trail
MNQ,-1,2025-12-30 13:35:00+00:00,25698.75,2025-12-30 14:10:00+00:00,25715.36543884651,5,-169.25438846511096,trail
MNQ,1,2025-12-30 16:05:00+00:00,25752.0,2025-12-30 16:35:00+00:00,25752.930396508167,2,2.4815860326687105,trail
MNQ,-1,2025-12-30 19:50:00+00:00,25714.0,2025-12-30 20:20:00+00:00,25706.867284931326,4,54.58172054939089,trail
MNQ,-1,2025-12-31 15:20:00+00:00,25586.25,2025-12-31 16:20:00+00:00,25582.680606654634,2,13.037573381463298,trail
MNQ,1,2025-12-31 18:50:00+00:00,25628.25,2025-12-31 19:15:00+00:00,25605.164299992874,4,-187.16560005701146,trail
