symbol,direction,entry_time,entry_price,exit_time,exit_price,contracts,pnl,exit_reason
MNQ,1,2025-12-29 00:45:00+00:00,25884.0,2025-12-29 01:20:00+00:00,25867.348515703605,3,-101.76890577837126,trail
MNQ,-1,2025-12-29 01:50:00+00:00,25843.25,2025-12-29 02:35:00+00:00,25844.60539573918,4,-13.32316591345123,trail
MNQ,1,2025-12-29 04:05:00+00:00,25856.75,2025-12-29 04:55:00+00:00,25855.1069592193,9,-35.15473405257042,trail
MNQ,-1,2025-12-29 05:20:00+00:00,25818.5,2025-12-29 05:45:00+00:00,25834.218634526955,4,-128.2290762156376,trail
MNQ,-1,2025-12-29 13:00:00+00:00,25756.25,2025-12-29 13:45:00+00:00,25710.151630411812,9,824.19065258738,trail
MNQ,-1,2025-12-29 15:20:00+00:00,25738.5,2025-12-29 15:35:00+00:00,25756.56643318316,6,-220.51719819793536,trail
MNQ,-1,2025-12-29 16:05:00+00:00,25690.0,2025-12-29 17:50:00+00:00,25688.80676873071,2,3.5329250771662917,trail
MNQ,-1,2025-12-29 23:20:00+00:00,25720.5,2025-12-30 00:20:00+00:00,25719.778892924525,5,4.111070754747198,trail
MNQ,1,2025-12-30 02:15:00+00:00,25720.5,2025-12-30 02:25:00+00:00,25708.788776448633,10,-240.42447102733712,trail
MNQ,-1,2025-12-30 02:40:00+00:00,25706.0,2025-12-30 03:15:00+00:00,25716.396872131794,9,-192.72369837229607,trail
MNQ,1,2025-12-30 03:35:00+00:00,25736.5,2025-12-30 05:10:00+00:00,25741.62800432081,5,48.1800432080985,trail
MNQ,-1,2025-12-30 06:20:00+00:00,25724.0,2025-12-30 06:45:00+00:00,25730.212864788045,7,-91.32010703263572,trail
MNQ,1,2025-12-30 08:35:00+00:00,25730.5,2025-12-30 09:40:00+00:00,25737.449111030666,7,92.94755442932743,trail
MNQ,-1,2025-12-30 11:05:00+00:00,25711.5,2025-12-30 11:45:00+00:00,25718.614535732206,4,-59.39628585764556,trail
MNQ,1,2025-12-30 12:15:00+00:00,25739.25,2025-12-30 12:25:00+00:00,25726.543770589993,8,-208.25967056011083,trail
MNQ,-1,2025-12-30 13:50:00+00:00,25695.0,2025-12-30 14:10:00+00:00,25715.65697362805,4,-167.7357890244061,trail
MNQ,-1,2025-12-30 15:30:00+00:00,25691.0,2025-12-30 15:50:00+00:00,25723.250256349384,2,-130.24102539753426,trail
MNQ,1,2025-12-30 16:10:00+00:00,25758.75,2025-12-30 16:35:00+00:00,25752.930396508167,3,-36.77762095099693,trail
MNQ,-1,2025-12-30 17:15:00+00:00,25716.0,2025-12-30 17:35:00+00:00,25731.715789628834,7,-224.36105480367027,trail
