n,insufficient,mean_bps,median_bps,baseline_mean_bps,prob_positive,prob_negative,mean_positive_bps,mean_negative_bps,mean_abs_bps,p5_bps,p95_bps,t_stat_vs_baseline,p_value_vs_baseline,symbol,split,control,variant,threshold_pctile,horizon_bars
8591,False,1.9812355552966192,3.1882483527390093,0.6717902919769171,0.5401001047607962,0.4598998952392038,33.831861791589134,-35.42370135596566,34.563948640483524,-73.79903384179265,77.72942343440504,2.39460905482655,0.016659393061242738,MNQ,discovery,trend_state,below_sma200,0.9,20
11995,False,1.6115421080957482,3.167520520024336,0.6720929962517687,0.5389745727386411,0.4610254272613589,32.71340458831591,-34.74895354011824,33.65184441353199,-74.08166245996384,71.20073882920924,2.0214196582077055,0.04325850736698205,NQ,discovery,rth,RTH,0.9,20
1836,False,5.42022358582558,6.749081311594463,0.6720929962517687,0.6056644880174292,0.39433551198257083,35.51888378251693,-40.80865782124732,37.604829536351794,-87.60624915707061,87.9850259911269,3.127682025397669,0.001789567717134732,NQ,discovery,rth,overnight,0.9,20
5852,False,1.1894821162190938,4.062555915019805,0.6720929962517687,0.557928913192071,0.4420710868079289,30.284596614465098,-35.53086919293174,32.60382203491847,-74.79348616040498,63.774075463631725,0.7784125010299506,0.4363573485130756,NQ,discovery,recent_return_direction,prior20_up,0.9,20
7979,False,2.7974844900451346,3.3515574268427883,0.6720929962517687,0.5404185988219075,0.4595814011780925,35.27596277444171,-35.39373404344765,35.33008825926998,-73.62514758863769,78.84646334019683,3.481355287646198,0.0005015538713925398,NQ,discovery,recent_return_direction,prior20_down,0.9,20
9772,False,1.9939214946946853,3.7109602812623876,0.6720929962517687,0.5465616045845272,0.45343839541547276,35.66917787428909,-38.59726431514817,36.99688469167003,-79.63784960035969,80.32892556609387,2.297264246907104,0.021624738783168746,NQ,discovery,recent_return_magnitude,prior20_|ret|_top_third,0.9,20
1492,False,0.113386387225976,2.130091328748085,0.6720929962517687,0.5274798927613941,0.4725201072386059,25.5536425498144,-28.28587829356422,26.844678876452218,-62.561035188806734,54.06052835592868,-0.5222885363714502,0.6015470363628254,NQ,discovery,recent_return_magnitude,prior20_|ret|_bottom_third,0.9,20
4236,False,1.2859756447154265,4.586038072232901,0.6720929962517687,0.5559490084985835,0.4440509915014164,36.02120233643926,-42.202306576980284,38.76592780302511,-87.01906469262721,77.44595332652094,0.6652424111943542,0.5059316840318901,NQ,discovery,range_expansion,range_expanding,0.9,20
4912,False,2.513760962936035,3.272476881668318,0.6720929962517687,0.5392915309446255,0.4607084690553746,30.644046126685186,-30.414708059941344,30.538388137059513,-64.49897913330071,66.92618506900105,2.646419506472899,0.008160837105468622,NQ,discovery,range_expansion,range_contracting,0.9,20
5582,False,2.720224181338315,4.257578060150591,0.6720929962517687,0.5605517735578646,0.43944822644213544,32.061608063570205,-34.707085303987235,33.2241583449645,-73.61120172246788,65.53790955886018,2.720928401407293,0.006530070092790335,NQ,discovery,vwap_location,above_vwap,0.9,20
8249,False,1.7090176639536656,3.2273055871123724,0.6720929962517687,0.5392168747726998,0.4607831252273003,33.87328862381071,-35.93020286470829,34.82107999605604,-74.69294372242528,77.05863232370093,1.8573198243621378,0.06330128390163052,NQ,discovery,vwap_location,below_vwap,0.9,20
1850,False,6.368560113998552,2.376668100854129,0.6720929962517687,0.5281081081081082,0.4718918918918919,41.565923395525424,-33.02184529957733,37.5340422183564,-73.49186012305775,93.04277244214909,4.274736604255578,2.011098023424349e-05,NQ,discovery,day_of_week,dow_0,0.9,20
3145,False,3.203944131196685,2.0201590609447706,0.6720929962517687,0.5303656597774244,0.4696343402225755,29.03512875249927,-25.967630647633854,27.5945263038868,-57.86720137369982,66.88363877385,3.57556355450636,0.00035473558077387236,NQ,discovery,day_of_week,dow_1,0.9,20
3289,False,6.9443517247910345,7.30916436317175,0.6720929962517687,0.595621769534813,0.404378230465187,37.639909675297,-38.26812799328504,37.89394748707082,-70.59831044863517,88.55323813598258,5.528145698835759,3.4888789758017995e-08,NQ,discovery,day_of_week,dow_2,0.9,20
3087,False,-2.2931003676016473,2.8782776386604425,0.6720929962517687,0.5319080012957564,0.4680919987042436,28.405125142861166,-37.17648188191302,32.51092705019189,-83.79269019107615,60.80946187077196,-3.6845642521501616,0.0002330295906115478,NQ,discovery,day_of_week,dow_3,0.9,20
2346,False,-3.7852145592904445,3.340202669357417,0.6720929962517687,0.5413469735720375,0.45865302642796246,31.52087844791544,-45.45690426110408,37.91267886351261,-93.24267022179228,67.58865230126587,-3.852493838542907,0.0001200572925154489,NQ,discovery,day_of_week,dow_4,0.9,20
5206,False,2.2352948195063593,4.546997655253682,0.6720929962517687,0.5608912792931233,0.4391087207068767,32.03728888543638,-35.83199418859323,33.70357707656519,-74.92821346100325,64.69526986791263,1.9726720052263418,0.04858578437644551,NQ,discovery,trend_state,above_sma200,0.9,20
8625,False,2.0458009576619314,3.1794095382275955,0.6720929962517687,0.5399420289855072,0.46005797101449275,33.80723123988553,-35.23065590330463,34.46208910243011,-73.57720556576973,77.65196232274133,2.5347965246265494,0.011268794224051045,NQ,discovery,trend_state,below_sma200,0.9,20
