n,insufficient,mean_bps,median_bps,baseline_mean_bps,prob_positive,prob_negative,mean_positive_bps,mean_negative_bps,mean_abs_bps,p5_bps,p95_bps,t_stat_vs_baseline,p_value_vs_baseline,symbol,split,threshold_pctile,horizon_bars
37571,False,1.4923324275021237,2.9438822447103163,0.6720929962517687,0.544622182002076,0.45537781799792393,29.347501366749103,-31.821856995308774,30.47426803383349,-69.69908573982997,66.39313243043566,3.1863781638486635,0.0014418394896269088,NQ,discovery,0.7,20
31546,False,1.6000697865733136,3.212385653991179,0.6720929962517687,0.5465035186711469,0.4534964813288531,30.037318272119514,-32.66933912512922,31.230930467743576,-70.89821620608255,67.8601789449923,3.278454509605706,0.0010449010737000317,NQ,discovery,0.75,20
25747,False,1.7163614358717958,3.4225008898491893,0.6720929962517687,0.5467821493766264,0.4532178506233736,30.8801244766056,-33.46809790832656,32.05304023280057,-72.0218397852701,69.84504084275393,3.2984886342912985,0.000973386138818687,NQ,discovery,0.8,20
19718,False,1.7532276691942168,3.4972780027564543,0.6720929962517687,0.5466071609696724,0.4533928390303276,31.977017569088513,-34.684357066942326,33.2045059102394,-73.42473551245521,71.41264253400041,2.88541729783569,0.003913189444166122,NQ,discovery,0.85,20
13831,False,2.117126606187858,3.7169971309425343,0.6720929962517687,0.5478273443713397,0.45217265562866027,33.12513652232033,-35.45046071944946,34.176584539733796,-74.32800177917586,73.40507071789571,3.2059422235851027,0.0013492698641370063,NQ,discovery,0.9,20
7480,False,2.3436354163891475,3.917405378228711,0.6720929962517687,0.5494652406417112,0.4505347593582888,34.75953286725692,-37.190292928734465,35.85467476661244,-79.09935865877377,75.91652293701044,2.7382741859502766,0.006190873414776815,NQ,discovery,0.95,20
4280,False,2.7296521538662017,4.422207124793465,0.6720929962517687,0.5507009345794392,0.44929906542056075,37.711908742091374,-40.14771590564848,38.806314624222296,-84.69778232084052,82.84264585729301,2.3711131007689685,0.017778641506539215,NQ,discovery,0.975,20
37571,False,2.981740741441202,5.087589032808371,1.3449448014468262,0.5550823773655212,0.4449176226344787,39.69292788421195,-42.81939636447432,41.08394880769192,-90.69645999966846,86.95673083353061,4.657861285110223,3.206043022223488e-06,NQ,discovery,0.7,40
31546,False,2.819460256501098,5.24652091526856,1.3449448014468262,0.5545235529068662,0.44547644709313383,40.5087258618206,-44.09566983912646,42.106624920752935,-92.67412301294576,87.86258598397656,3.7746111757301204,0.00016055081942469926,NQ,discovery,0.75,40
25747,False,3.0778788053992434,5.524861878452025,1.3449448014468262,0.554511205188954,0.445488794811046,41.80899972962968,-45.13173003812629,43.289238850243976,-94.55635079484526,89.64114830315549,3.912704850876163,9.15025395453319e-05,NQ,discovery,0.8,40
19718,False,3.6680399230287106,5.240779838039389,1.3449448014468262,0.5483821888629679,0.45161781113703214,43.666277795739006,-44.9002864236997,44.223578071222825,-94.86745377733119,91.59109270744923,4.531753466821702,5.883961740619603e-06,NQ,discovery,0.85,40
13831,False,5.08858196923781,5.8503766179951455,1.3449448014468262,0.5506470971007158,0.4493529028992842,46.149582932495754,-45.22848695050032,45.73568577913723,-95.83565905436575,96.29763991149898,5.957282602925455,2.6269489137580894e-09,NQ,discovery,0.9,40
7480,False,7.0359322166622755,6.547233966766042,1.3449448014468262,0.5536096256684492,0.4463903743315508,49.755157943994114,-45.94409585667739,48.05393651223601,-96.56323132200095,104.11274967674207,6.564381640340294,5.5740146357392e-11,NQ,discovery,0.95,40
4280,False,8.66871522872418,7.460891669707204,1.3449448014468262,0.5581775700934579,0.4418224299065421,51.37776463374161,-45.28787865207257,48.6871164114668,-93.57603591877916,112.22402856503417,6.85264289800637,8.283610598308767e-12,NQ,discovery,0.975,40
37571,False,4.300213753367713,6.82797763837284,2.0203692694505166,0.5664741422905964,0.43352585770940355,46.90702134097039,-51.37271637230442,48.84301560969809,-106.79318769032442,100.62237795725792,5.367454843088112,8.032788955784597e-08,NQ,discovery,0.7,60
31546,False,4.363666890548265,7.204113223574504,2.0203692694505166,0.5677740442528372,0.4322259557471629,47.90833517911176,-52.836813763390914,50.03855154558125,-107.99898506529377,102.62835737191168,4.941041079888987,7.810401618785506e-07,NQ,discovery,0.75,60
25747,False,4.14671393180509,7.447893392000804,2.0203692694505166,0.5659300112634482,0.43406998873655184,48.67165989610861,-53.903839722978965,50.94279213462584,-110.61593265208091,104.54430438887252,4.038109226394969,5.403976525542867e-05,NQ,discovery,0.8,60
19718,False,4.281688853576817,7.379370488911352,2.0203692694505166,0.5609088142813673,0.4390911857186327,50.22124760937426,-54.402940372470745,52.05739204303332,-113.53198673141002,105.09997879650922,3.687746721219952,0.0002268560317328507,NQ,discovery,0.85,60
13831,False,5.8239894634699985,8.181041639094833,2.0203692694505166,0.5630829296507844,0.4369170703492155,53.080615895106604,-55.07864278038005,53.95358794829924,-117.01673850922745,109.68118978835872,5.0099757283951405,5.510882062323519e-07,NQ,discovery,0.9,60
7480,False,7.0905068884558,8.967987323067472,2.0203692694505166,0.5635026737967914,0.4364973262032086,55.813690339905385,-55.80940681686122,55.81182059354988,-119.36069843812986,115.7327555555817,4.940490708588513,7.961782474800188e-07,NQ,discovery,0.95,60
4280,False,8.532464234657075,9.244605476499412,2.0203692694505166,0.5642523364485982,0.4357476635514019,56.893581740660096,-54.09064502914843,55.672208617536434,-114.07705029892945,124.18898506422437,5.377093580502732,7.973379601344773e-08,NQ,discovery,0.975,60
37565,False,6.723566313791076,9.414659252100499,3.375298969519184,0.5768933847996806,0.42310661520031945,55.74238062132024,-60.11214054782115,57.59125495306003,-123.21837797374747,121.87038973608333,6.543687536614793,6.07907492652278e-11,NQ,discovery,0.7,100
31546,False,6.884451078475468,9.799780523613855,3.375298969519184,0.578330057693527,0.4216699423064731,56.807771735558326,-61.58653539482326,58.82283273205684,-125.50251074009199,123.59712414609814,6.123625771012358,9.254817479916808e-10,NQ,discovery,0.75,100
25747,False,6.85198551481418,10.421392052768486,3.375298969519184,0.5820483939876491,0.41795160601235093,56.84912253837512,-62.77510262151928,59.325895431322415,-128.48467465446078,126.29840434329151,5.600687779708366,2.156805495370051e-08,NQ,discovery,0.8,100
19718,False,7.3386473281818665,10.74974622445768,3.375298969519184,0.5826148696622375,0.4173851303377625,58.66084909328641,-64.30041146617063,61.014718569340616,-129.94559241292185,129.03321131701406,5.410631566474798,6.353483545737564e-08,NQ,discovery,0.85,100
13831,False,8.144465767030255,11.967316845029607,3.375298969519184,0.5914250596486155,0.4085749403513846,60.29525651264548,-67.34544191287287,63.17578559200959,-137.73835280263935,131.945095858228,5.274399171992851,1.351994864979142e-07,NQ,discovery,0.9,100
7480,False,9.266801195118648,12.82465860517723,3.375298969519184,0.5934491978609626,0.40655080213903744,63.05779180677474,-69.25283291377363,65.57639073810945,-141.08768921493893,137.86833152707172,4.698493041083054,2.6677041900807727e-06,NQ,discovery,0.95,100
4280,False,12.732486059953326,13.423284776100664,3.375298969519184,0.5941588785046729,0.4058411214953271,64.92972078794035,-63.685227188907355,64.42465411001506,-137.02623120751056,152.5040523777525,6.495795528350508,9.203412813055773e-11,NQ,discovery,0.975,100
