date,open,high,low,close,volume,instrument_id
2015-11-24,4679.0,4684.5,4620.0,4669.75,228044,12809
2015-11-25,4669.5,4684.5,4659.5,4679.25,117567,12809
2015-11-26,4679.25,4703.25,4678.75,4696.5,19700,12809
2015-11-27,4697.25,4699.0,4664.75,4685.75,85446,12809
2015-11-29,4685.5,4685.5,4675.5,4677.75,830,12809
2015-11-30,4678.25,4700.5,4653.5,4683.25,177782,12809
2015-12-01,4683.25,4716.75,4676.5,4712.5,223831,12809
2015-12-02,4712.75,4739.5,4678.5,4696.5,231964,12809
2015-12-03,4696.25,4730.25,4579.0,4615.0,372315,12809
2015-12-04,4615.0,4723.25,4603.0,4714.5,297845,12809
2015-12-06,4721.25,4724.0,4710.0,4715.0,1183,12809
2015-12-07,4715.25,4730.0,4670.5,4696.0,219342,12809
2015-12-08,4696.0,4709.0,4641.25,4696.75,295073,12809
2015-12-09,4696.5,4707.5,4593.25,4628.25,372774,12809
2015-12-10,4628.5,4674.5,4618.25,4647.0,237036,12809
2015-12-11,4647.0,4659.0,4527.5,4535.5,149640,12809
2015-12-13,4534.5,4548.5,4526.75,4544.0,1048,12809
2015-12-14,4544.5,4585.0,4477.25,4580.75,85949,12809
2015-12-15,4581.75,4639.0,4566.75,4606.25,62267,12809
2015-12-16,4606.25,4674.5,4580.0,4661.75,29874,12809
2015-12-17,4661.25,4689.5,4574.0,4580.0,26660,12809
2015-12-18,4579.5,4597.0,4552.5,4576.0,1190,12809
2015-12-20,4513.75,4523.5,4512.0,4517.5,1374,49734
2015-12-21,4518.0,4571.75,4511.75,4571.25,175918,49734
2015-12-22,4571.25,4594.5,4541.25,4589.75,166476,49734
2015-12-23,4589.5,4620.25,4583.0,4611.0,143277,49734
2015-12-24,4610.5,4630.0,4600.75,4610.75,61225,49734
2015-12-27,4611.0,4619.0,4610.25,4614.0,395,49734
2015-12-28,4614.25,4619.5,4571.5,4615.25,111725,49734
2015-12-29,4614.75,4697.75,4610.5,4687.0,153019,49734
