symbol,scan,lag_bars,n,rho,t_stat,p_value,sigma,direction,horizon_bars,mean_fwd_ret_bps,baseline_mean_bps,insufficient,overlapping_samples_caveat,regime,utc_hour,vs_overall_mean_bps,bar_type,mean_fwd_range,baseline_mean_range
MNQ,time_of_day,,6792,,1.9546696559486954,0.05066304659000978,,,,0.13557534834842794,,False,,,1.0,0.027445927317516865,,,
MNQ,time_of_day,,6789,,0.8557118167120087,0.3921874057839293,,,,0.06642847312451117,,False,,,2.0,0.027445927317516865,,,
MNQ,time_of_day,,6780,,-2.366019265088341,0.018008476607630917,,,,-0.06762447845299156,,False,,,3.0,0.027445927317516865,,,
MNQ,time_of_day,,6780,,-1.1073214082843053,0.2681942805644584,,,,-0.01712242805606424,,False,,,4.0,0.027445927317516865,,,
MNQ,time_of_day,,6780,,-0.6597258518829737,0.5094521856160251,,,,-0.006737008627570984,,False,,,5.0,0.027445927317516865,,,
MNQ,time_of_day,,6780,,1.6673928917919871,0.09548249657223525,,,,0.12488523619407742,,False,,,6.0,0.027445927317516865,,,
MNQ,time_of_day,,6780,,0.8480338677653372,0.3964490505454525,,,,0.08521213985358465,,False,,,7.0,0.027445927317516865,,,
MNQ,time_of_day,,6780,,-0.3499071748742842,0.7264192323375498,,,,0.0036518242642367984,,False,,,8.0,0.027445927317516865,,,
MNQ,time_of_day,,6780,,-1.3318490659030617,0.18295456756425044,,,,-0.050390627258776674,,False,,,9.0,0.027445927317516865,,,
MNQ,time_of_day,,6780,,0.19471195280057407,0.8456242888425023,,,,0.039941200640394074,,False,,,10.0,0.027445927317516865,,,
MNQ,time_of_day,,6780,,-1.0950912828214023,0.2735155526426379,,,,-0.043893450743942526,,False,,,11.0,0.027445927317516865,,,
MNQ,time_of_day,,6780,,0.8990888089112716,0.36863729257675837,,,,0.10884971813107544,,False,,,12.0,0.027445927317516865,,,
MNQ,time_of_day,,6750,,1.121816515328336,0.26198037309859606,,,,0.19551326033289507,,False,,,13.0,0.027445927317516865,,,
MNQ,time_of_day,,6702,,-1.091348074296314,0.27515898943969425,,,,-0.17435969810158364,,False,,,14.0,0.027445927317516865,,,
MNQ,time_of_day,,6684,,-0.35932817712079695,0.7193609502074,,,,-0.023013398051400253,,False,,,15.0,0.027445927317516865,,,
MNQ,time_of_day,,6684,,0.8808820420065379,0.3784133454248738,,,,0.12683459443253026,,False,,,16.0,0.027445927317516865,,,
MNQ,time_of_day,,6570,,0.5138396770102003,0.6073813682956356,,,,0.09179322840670316,,False,,,17.0,0.027445927317516865,,,
MNQ,time_of_day,,6432,,-0.0007462323405587391,0.9994046159374957,,,,0.02736157591878088,,False,,,18.0,0.027445927317516865,,,
MNQ,time_of_day,,6420,,0.34914771781916276,0.7269898667201573,,,,0.07245630018656295,,False,,,19.0,0.027445927317516865,,,
MNQ,time_of_day,,6420,,-1.0094673589185261,0.3127885978915802,,,,-0.11896016304568831,,False,,,20.0,0.027445927317516865,,,
MNQ,time_of_day,,2520,,-0.16235732180678936,0.8710374991257593,,,,-0.0040915467836929965,,False,,,21.0,0.027445927317516865,,,
MNQ,time_of_day,,4104,,0.1367962938435552,0.8911985248171214,,,,0.03756212571257959,,False,,,22.0,0.027445927317516865,,,
MNQ,time_of_day,,6803,,-0.06212506506578293,0.9504650618238305,,,,0.02371527186575756,,False,,,23.0,0.027445927317516865,,,
MNQ,range_persistence,,29030,,-34.63955609633086,8.770361145734815e-260,,,1.0,,,False,,,,,narrow,15.092697209782983,18.40369144701871
MNQ,range_persistence,,15828,,31.562388243873215,9.830630194678887e-213,,,1.0,,,False,,,,,wide,24.854529946929492,18.40369144701871
MNQ,range_persistence,,29030,,-23.440251564212186,9.0346322486835e-121,,,5.0,,,False,,,,,narrow,36.446960041336546,42.00303557768356
MNQ,range_persistence,,15828,,23.40316812457704,2.489266994724797e-119,,,5.0,,,False,,,,,wide,52.20885456153652,42.00303557768356
NQ,autocorrelation,1.0,154211,-0.0036507952285137124,-1.4336426963819957,0.15167425264066603,,,,,,,,,,,,,
NQ,autocorrelation,2.0,154210,-0.015025554591544166,-5.900414952344214,3.625884925639866e-09,,,,,,,,,,,,,
NQ,autocorrelation,3.0,154209,0.006420695686349343,2.5213475991045944,0.011690630420717829,,,,,,,,,,,,,
NQ,autocorrelation,5.0,154207,-0.011971378022285057,-4.701018545357459,2.5886700076860336e-06,,,,,,,,,,,,,
NQ,autocorrelation,10.0,154202,0.009406057030509098,3.6935874529360446,0.00022111241904920753,,,,,,,,,,,,,
NQ,autocorrelation,20.0,154192,-0.009848736627524184,-3.8672942705812727,0.00011004960058080826,,,,,,,,,,,,,
NQ,autocorrelation,50.0,154162,0.0029695882070570217,1.165952000987514,0.2436338525784958,,,,,,,,,,,,,
NQ,sigma_move,,5328,,0.960319154273905,0.33693819796765295,2.0,up,1.0,0.1769741325141104,0.027463944951504206,False,,,,,,,
NQ,sigma_move,,5328,,2.175429682035941,0.029641756795134113,2.0,up,5.0,0.9281538213693702,0.1366297957949145,False,,,,,,,
NQ,sigma_move,,5328,,0.2299485293951951,0.8181405945818656,2.0,up,20.0,0.6900679672036585,0.5502089482334674,False,,,,,,,
NQ,sigma_move,,5997,,-0.6036892079077937,0.546073127427225,2.0,down,1.0,-0.06581383324085766,0.027463944951504206,False,,,,,,,
NQ,sigma_move,,5997,,-0.7262468083065992,0.4677158292448696,2.0,down,5.0,-0.10944446050147019,0.1366297957949145,False,,,,,,,
NQ,sigma_move,,5996,,-1.7751661970478807,0.07592117546527523,2.0,down,20.0,-0.5227544743023357,0.5502089482334674,False,,,,,,,
NQ,sigma_move,,1690,,1.3443756492842738,0.17900747060191477,3.0,up,1.0,0.4921217922423899,0.027463944951504206,False,,,,,,,
NQ,sigma_move,,1690,,2.3386409824112824,0.019470127101374184,3.0,up,5.0,2.126463472834986,0.1366297957949145,False,,,,,,,
NQ,sigma_move,,1690,,-0.16950237411893737,0.8654218032505273,3.0,up,20.0,0.34511076556353815,0.5502089482334674,False,,,,,,,
NQ,sigma_move,,2259,,-1.0665853552306286,0.2862731418040209,3.0,down,1.0,-0.2948912196173312,0.027463944951504206,False,,,,,,,
NQ,sigma_move,,2259,,-1.4036416533314167,0.16056309292933774,3.0,down,5.0,-0.7169202656737369,0.1366297957949145,False,,,,,,,
NQ,sigma_move,,2259,,-2.4497416316131617,0.014371335062133625,3.0,down,20.0,-2.0703327808252867,0.5502089482334674,False,,,,,,,
NQ,vol_persistence,,153694,0.7742290080896856,303.52443349901495,0.0,,,20.0,,,,True,,,,,,
NQ,vol_persistence,,153614,-0.34755178684249965,-136.21680320590684,0.0,,,100.0,,,,True,,,,,,
NQ,vol_regime_directional,,17280,,0.9063855449450783,0.3647444600519724,,,1.0,0.1241785249076416,0.027463944951504206,False,,high_vol,,,,,
NQ,vol_regime_directional,,17280,,1.0351499291541808,0.3006133848704601,,,5.0,0.3639234147757958,0.1366297957949145,False,,high_vol,,,,,
NQ,vol_regime_directional,,17280,,3.4196585166354465,0.0006284464139919051,,,20.0,1.8961317209772865,0.5502089482334674,False,,high_vol,,,,,
NQ,vol_regime_directional,,20461,,-1.1850428220483127,0.2360142804742205,,,1.0,0.0019192910905076262,0.027463944951504206,False,,low_vol,,,,,
NQ,vol_regime_directional,,20461,,-2.365780016037179,0.018001399301547507,,,5.0,0.015139951231288069,0.1366297957949145,False,,low_vol,,,,,
NQ,vol_regime_directional,,20461,,-0.9642007617012833,0.3349566783735873,,,20.0,0.4354012070462839,0.5502089482334674,False,,low_vol,,,,,
NQ,time_of_day,,6792,,-0.41199262950220333,0.6803578289260372,,,,0.0030111821754927473,,False,,,0.0,0.027463944951504206,,,
NQ,time_of_day,,6788,,1.9628656121471213,0.04970257451313016,,,,0.13676429085543448,,False,,,1.0,0.027463944951504206,,,
NQ,time_of_day,,6780,,0.7968985988792542,0.4255378331443314,,,,0.063983795052738,,False,,,2.0,0.027463944951504206,,,
NQ,time_of_day,,6774,,-2.366509946200151,0.01798466757095784,,,,-0.06770463650598416,,False,,,3.0,0.027463944951504206,,,
NQ,time_of_day,,6770,,-1.0302296033585152,0.30293904531822835,,,,-0.014141369020451496,,False,,,4.0,0.027463944951504206,,,
NQ,time_of_day,,6772,,-0.7362300925034475,0.4616161864392961,,,,-0.0108290687237711,,False,,,5.0,0.027463944951504206,,,
NQ,time_of_day,,6773,,1.7053245165925317,0.08817977870552471,,,,0.12792038472960376,,False,,,6.0,0.027463944951504206,,,
NQ,time_of_day,,6780,,0.8279042612014932,0.40775386571591604,,,,0.08389972213753712,,False,,,7.0,0.027463944951504206,,,
NQ,time_of_day,,6780,,-0.3553012841411778,0.7223749475646707,,,,0.003281599056683819,,False,,,8.0,0.027463944951504206,,,
NQ,time_of_day,,6780,,-1.3253261886220562,0.18510765078757196,,,,-0.04992501477473993,,False,,,9.0,0.027463944951504206,,,
NQ,time_of_day,,6776,,0.18842147502769432,0.85055190987019,,,,0.039601889726879363,,False,,,10.0,0.027463944951504206,,,
NQ,time_of_day,,6779,,-1.0594398301401953,0.289437270189918,,,,-0.041794374364962805,,False,,,11.0,0.027463944951504206,,,
NQ,time_of_day,,6780,,0.8926998675359135,0.37204960859935277,,,,0.10773436645926962,,False,,,12.0,0.027463944951504206,,,
NQ,time_of_day,,6750,,1.1253714767179412,0.2604716710326926,,,,0.1961490406270211,,False,,,13.0,0.027463944951504206,,,
NQ,time_of_day,,6702,,-1.0867250073495647,0.2771974472006422,,,,-0.17433847269954006,,False,,,14.0,0.027463944951504206,,,
NQ,time_of_day,,6684,,-0.36223921968651757,0.7171847274894584,,,,-0.023462046872011453,,False,,,15.0,0.027463944951504206,,,
NQ,time_of_day,,6684,,0.8728071322392581,0.3827995692627601,,,,0.12610877132127493,,False,,,16.0,0.027463944951504206,,,
NQ,time_of_day,,6570,,0.5131977233506863,0.6078302765547725,,,,0.09179814297342681,,False,,,17.0,0.027463944951504206,,,
NQ,time_of_day,,6432,,0.0041889959523169805,0.996657804508628,,,,0.027937816653381794,,False,,,18.0,0.027463944951504206,,,
NQ,time_of_day,,6420,,0.34777622842821765,0.7280196467027337,,,,0.07230788176853435,,False,,,19.0,0.027463944951504206,,,
NQ,time_of_day,,6420,,-0.9976739039697793,0.3184751181486621,,,,-0.11787330308542911,,False,,,20.0,0.027463944951504206,,,
NQ,time_of_day,,2520,,-0.15167816936038658,0.8794529223224565,,,,-0.00202237354610862,,False,,,21.0,0.027463944951504206,,,
NQ,time_of_day,,4103,,0.08220018343781454,0.9344915381037547,,,,0.033573748027258314,,False,,,22.0,0.027463944951504206,,,
NQ,time_of_day,,6803,,-0.013547650108139514,0.9891912671126905,,,,0.02664674831745551,,False,,,23.0,0.027463944951504206,,,
NQ,range_persistence,,28965,,-34.86891704128949,3.732442018700761e-263,,,1.0,,,False,,,,,narrow,14.7438460210599,18.081838637719503
NQ,range_persistence,,15890,,31.38001519473291,2.1106055217427498e-210,,,1.0,,,False,,,,,wide,24.453225298930146,18.081838637719503
NQ,range_persistence,,28965,,-23.619076435236032,1.410243141785627e-122,,,5.0,,,False,,,,,narrow,36.12156913516313,41.72322540271329
NQ,range_persistence,,15890,,23.06367392529687,5.150044472300544e-116,,,5.0,,,False,,,,,wide,51.57806796727502,41.72322540271329
